Me,Address,Count,Continent,sov_a3,Country,Mcount,Description,FeatureCount,Fee,longtitude,latitude,LengthOfVisit,MuseumName,PhoneNum,Rank,Rating,ReviewCount,TotalThingsToDo,MuseumLoctation,MuseumTopic,Color,,,,,ColorCode
,"Newcastle Discovery Blandford Square, Newcastle upon Tyne NE1 4JA, England",397,Europe,GBR,England,79,,3,NA,-1.6241768,54.969508,NA,The Discovery Museum,44-191-232-6789,7,4.5,"1,022",132,Museums,Science,Gray,,,,,
,"Kelham Island Museum Kelham Island | Kelham Island, Sheffield S3 8RY, England",397,Europe,GBR,England,79,,0,NA,-1.4721041,53.3892039,NA,Kelham Island Museum,44-114-272-2106,7,4.5,430,167,Museums,History,Black,,,,,
,"65 The Close | The King's House, Salisbury SP1 2EN, England",397,Europe,GBR,England,79,"Salisbury Museum is based in the Grade 1 listed building, The King's House, just opposite the west front of Salisbury Cathedral. It houses a significant archaeological collection relating to nearby Stonehenge, as well as costume, fine art (including Turner watercolours) and ceramics. Our new Wessex Gallery dedicated to the archaeology of south Wiltshire has just opened.",0,NA,-1.7953001,51.074896,NA,The Salisbury Museum,+44 1722 332151,7,4.5,185,61,Museums,History,Black,,,,,
,"1 Esplanade du J4, 13002 Marseille, France",397,Europe,FRA,France,38,"The MuCEM is a museum of 21st-century civilizations, principally concerned with comparing all aspects of the cultures of the Mediterranean, with Europe and the other continents that border the Mediterranean occupying a major place. It will offer a fresh look at the cultures of the Mediterranean.",2,NA,5.3625458,43.2969837,NA,Mucem,+33 4 84 35 13 13,7,4,"2,636",204,Museums,Art,Orange,,,,,
,"Viale Vaticano, 00120 Vatican City, Italy",397,Europe,ITA,Italy,37,"With more than five miles of corridors, this vast complex of museums chronicles the history and accomplishments of mankind over the last 2000 years, featuring classic masterpieces such as Rodin's ""Thinker"" and the Sistine Chapel.",0,Yes ,12.4492859,41.9053174,More than 3 hours ,Vatican Museums,+39 06 69884676,7,4.5,"19,347",35,Sacred & Religious Sites,Art,Orange,,,,,
,"Niederkirchnerstrasse 8, 10963 Berlin, Germany",397,Europe,DEU,Germany,30,"Since 1987 a permanent exhibition at the site where the headquarters of the Secret State Police, the SS and the Reich Security Main Office were located during the Third Reich has been providing information to the public about the most important institutions of National Socialist persecution and terror. The documentary exhibition conveys the European dimensions of the Nazi reign of terror.",3,No ,13.3834565,52.5067418,1-2 hours ,Topography of Terror,4.93E+11,7,4.5,"10,410",722,Museums,History,Black,,,,,
2,"Schloss Nymphenburg 1, 80638, Munich, Bavaria, Germany",397,Europe,DEU,Germany,30,,4,Yes ,11.5033143,48.1582675,More than 3 hours ,Nymphenburg Palace (Schloss Nymphenburg),49 89 1790 80,7,4.5,"4,097",293,Castles,History,Black,,,,,
2,"Calle Gibraltar 14, 37008 Salamanca, Spain",397,Europe,ESP,Spain,23,,0,NA,-5.66685,40.95944,NA,Casa Lis (Museum of Art Nouveau and Art Deco),+34 923 12 14 25,7,4.5,921,90,Museums,Art,Orange,,,,,
2,"44 Patission, Athens 106 82, Greece",397,Europe,GRC,Greece,16,,8,NA,23.7309191,37.9899517,NA,National Archaeological Museum,+(30) 21321 44890,7,4.5,"4,195",324,Museums,History,Black,,,,,
2,"91 Xiaozai E Rd, Xi'an 710061, China",122,Asia,CHN,China,11,"This history museum, housed in a magnificent Confucian Temple, features more than 370,000 pieces of historical relics mainly from the Zhou to the Tang periods (1100B.C. to 907 A.D.).",0,NA,108.973358,34.2071003,NA,Shaanxi History Museum,85219422,7,4.5,"1,122",334,Museums,History,Black,,,,,
,"Rolleston Ave, Christchurch 8013, New Zealand",13,Oceania,NZL,New Zealand,9,Travel back in time through numerous exhibits of the Canterbury regions cultural and natural history.,0,NA,172.627574,-43.53105,NA,Canterbury Museum,+64 3-366 5000,7,4.5,"1,351",221,Museums,History,Black,,,,,
,"Praca Charles Miller S/N | Estdio do Pacaembu, Sao Paulo, State of Sao Paulo 01234-900, Brazil",22,South America,BRA,Brazil,8,"The Football Museum is a history museum which has been working to preserve and to distribute a holding of reference collections and memory indicators when it comes to a social phenomenon. Thus, as a mission, the Museum aims to investigate and to introduce football in its multiple aspects such as the importance on the cultural expression in Brazilian history in the XX and XXI century. Then, the attitudes the Museum aims to reflect, is to actually evaluate football journey in the country and its culture implications besides culture and Brazilian society, enlightening the sport's role in the identity construction and also the imagining one.",0,,-46.665168,-23.547604,1-2 hours ,Football Museum,+55 11 3664-3848,7,4.5,"6,823",651,Museums,Sport,Yellow,,,,,
,"15 St. Stephen's Green | Dublin 2, Dublin, Ireland",397,Europe,IRL,Ireland,7,"The Little Museum of Dublin is open 7 days a week from 9.30 to 5pm and on Thursdays we stay open until 8pm. Entrance to this quirky museum is by guided tour only. Our famous tours start on the hour, every hour. Housed in a landmark Georgian building on St Stephen's Green in the very centre of Dublin, the museum is open every day. If you want to discover the story of Dublin, visit the Little Museum today.",3,NA,-6.2453146,53.3381742,1-2 hours ,The Little Museum of Dublin,+353 1 661 1000,7,4.5,"3,626",480,Museums,History,Black,,,,,
,"Calle Londres 247 | Col. Del Carmen, Coyoacan, Mexico City 04100, Mexico",311,North America,MEX,Mexico,6,The lifelong home of Frida Kahlo is now a museum dedicated to the work of this famous 20th-century artist.,3,Yes ,-99.162281,19.3550499,2-3 hours ,Frida Kahlo Museum,+52 55545999,7,4.5,"5,012",463,Museums,Art,Orange,,,,,
,"Nguyen Van Huyen road, Cau Giay district | Nghia Do, Cau Giay, Hanoi 10000, Vietnam",122,Asia,VNM,Vietnam,6,"Vietnam Museum of Ethnology is a unit under Vietnam Academy of Scocial Sciences. Vietnam Museum of Ethnology is both a research centre and a public museum exhibiting the ethnic groups of Vietnam. The mission of the Museum is scientific research, collection, documentation, conservation, exhibition and preserving the cultural and historic patrimony of the nation's different ethnic groups. The museum also serves to guide research, conservation, and technology that are specific to the work of an ethnographic museum.",5,Yes ,108.277199,14.058324,1-2 hours ,Vietnam Museum of Ethnology,+84 4 3756 2193,7,4.5,"4,105",241,Museums,History,Black,,,,,
,"Haim Levanon 8, Tel Aviv, Israel",122,Asia,ISR,Israel,5,"The Yitzhak Rabin Center is the official memorial dedicated to the legacy of the late Israeli Prime Minister, Yitzhak Rabin. This must-see destination in Tel Aviv includes one of Israels newest museums, the state-of-the-art Israeli Museum, which is the only one of its kind in the country that explores the history and development of the modern democratic State using the biography of Yitzhak Rabin as a connecting thread. The compelling story of the modern state of Israel, the life of Yitzhak Rabin, along with internationally acclaimed architecture and breathtaking panoramic views of the city from its terraces, make the Yitzhak Rabin Center a must see destination for anyone visiting Israel. It cant be missed! Tours are offered in English, Hebrew, Arabic, French, Spanish and Russian.",0,NA,34.798044,32.1041263,NA,Yitzhak Rabin Center,(972) 3-745-3333,7,4.5,391,259,Museums,History,Black,,,,,
,"137 Seobinggo-ro, Yongsan-gu, Seoul 04383, South Korea",122,Asia,KOR,South Korea,5,"This is the largest museum in Korea with over 220,000 objects in its collection. It has six permanent exhibition galleries such as Historical Gallery and Fine Arts Gallery. It also has special exhibition halls, a children's museum, outdoor exhibit areas, restaurants, cafes, shops and other amenities. *Admission: Free to Permanent Exhibition & Children's Museum(changeable after 2010)*Hours: Tue/Thu/Fri: 9am-6pm, Wed/Sat: 9am-9pm, Sun/holidays: 9am-7pm, closed Mon & January 1st",7,No ,126.977727,37.5246635,2-3 hours ,National Museum of Korea,02-2077-9000,7,4.5,"1,446",711,Museums,History,Black,,,,,
,"Rizal Park at Padre Burgos St., Manila, Luzon 2004, Philippines",122,Asia,PHL,Philippines,4,"This grand exhibit house features the country's most historic works of culture and national heritage, including the paintings of heralded Philippine artist Felix Resurreccion Hidalgo.",4,NA,120.997707,14.5757799,NA,National Museum,632 527 12 15 ,7,4,335,118,Museums,History,Black,,,,,
,"Avenida Pte Figueroa Alcorta 3415, Buenos Aires C1425CLA, Argentina",22,South America,ARG,Argentina,3,This not-for-profit art museum and cultural center first opened its doors in 2001 with the mission to promote contemporary Latin American artists.,5,Yes ,-58.4037,-34.577484,2-3 hours ,Museum of Latin American Art of Buenos Aires,54-11-4808-6500 ,7,4.5,"6,984",656,Museums,Art,Orange,,,,,
,"Cuenca N 1-41 | Bolivar, Near Plaza San Francisco, Quito 170150, Ecuador",22,South America,ECU,Ecuador,1,"Casa del Alabado is a non-profit institution supported by individuals and private companies, established with the purpose of preserving and sharing the legacy of Pre-Columbian cultures in Ecuador.",0,NA,-78.439416,-0.150307,NA,Casa del Alabado,+593 2-228-0940,7,4.5,529,189,Museums,Art,Orange,,,,,
,"Museum Hill, Nairobi 00100, Kenya",7,Africa,KEN,Kenya,1,"The Nairobi National Museum is the flagship brand for the National Museums of Kenya. Located on Museum Hill, the museum showcases Kenya's rich Heritage with four distinct themes representing Kenya's Culture, Nature, History and Contemporary Art.Other attractions within the compound include the Snake Park and Botanical Gardens as well as a State of the Art Auditorium that occasionally hosts concerts, film shows and other events.Dining and shopping facilities await you after your tour with us in our commercial wing. Enjoy your visit with us at the National Museum.",0,NA,36.8145418,-1.2734294,NA,Nairobi National Museum,254-20-3741641,7,4,696,112,Museums,Natural History,Green,,,,,
,"Fort St Elmo | Triq il-Mediterran, Valletta, Island of Malta VLT 1741, Malta",397,Europe,MLT,Malta,1,"The National War Museum, housed within the fortified walls of Fort St. Elmo, houses a superb collection of artefacts. Displayed in a chronological manner, these artefacts narrate the military history of Malta from the early phases of the Bronze Age, around 2,500 B.C. when the first inhabitants arrived from Sicily, to Malta's EU Accession in 2004. Prominence is given to periods that deeply marked Malta's often turbulent history. The arrival of the Knights of the Order of St. John and the resultant Great Siege of 1565, including the construction of Valletta, fortresses and fortifications, coastal towers and other coastal fortifications, and Malta as a British Fortress Colony under the British Empire and the two great wars of the 20th Century. The museum provides particular insight into Malta's significant role during the Fist World War, the Inter-War Period and Malta's historical part in the Second World War. Perhaps the three most important artefacts on display are the Gloster Sea Gladiator N5520 FAITH, Roosevelt's Jeep 'Husky', and Malta's award for gallantry, the George Cross.",0,,14.518802,35.901134,2-3 hours ,The National War Museum,3.56E+10,7,4.5,764,81,Museums,History,Black,,,,,
1,"306 Congress St, Boston, MA 02210-1027",311,North America,USA,Unite States,,"At the Boston Tea Party Ships and Museum, you can be a part of the famous event that forever changed the course of American History! Its more than a stroll through historic artifacts  its an adventure! Located on the Congress Street Bridge in Boston, Massachusetts, this floating museum is unlike anything youve ever experienced before. Live actors, high-tech, interactive exhibits, authentically restored tea ships and the stirring, multi-sensory documentary Let it Begin Here, are just a taste of what youll see, hear and feel. Meet the colonists, explore the ships and dump tea overboard just as the Sons of Liberty did on that fateful night of December 16, 1773. Stop in at Abigails Tea Room for teatime and visit the Gift Shop for special souvenirs. Its educational, entertaining and enlightening  an experience not to be missed by adults and children of all ages. Your tour of the Boston Tea Party Ships and Museum will last approximately one hour and will take you through a variety of displays that are interconnected. The tour is designed to give you the opportunity to participate, explore and learn about the people, events and consequences that led up to the American Revolution in the order in which they actually occurred more than 230 years ago.",3,NA,-71.05129,42.3521949,NA,Boston Tea Party Ships & Museum,+1 617-338-1773,7,4.5,"3,589",371,Ships,History,Black,,,,,
,"191 Beale St, Memphis, TN 38103-3715",311,North America,USA,Unite States,,"Chronicling the artists and the music that shaped the legacy of ""Memphis Sound,"" this museum features the Smithsonian's ""Rock 'n' Roll: Social Crossroads"" exhibition.",2,NA,-90.051107,35.138055,NA,Memphis Rock 'n' Soul Museum,901-205-2533,7,4.5,"1,522",147,Museums,History,Black,,,,,
,"1717 N Harwood St, Dallas, TX 75201-2398",311,North America,USA,Unite States,,"Established in 1903, this prestigious art venue features a wide selection of art exhibits, from Ancient Mediterranean to Contemporary Art and Design.",2,No ,-96.800968,32.7877263,2-3 hours ,Dallas Museum of Art,214-922-1200,7,4.5,"1,315",224,Museums,Art,Orange,,,,,
,"704 South 2nd St, Minneapolis, MN 55401-2163",311,North America,USA,Unite States,,"Built into the ruins of what was once the world's largest flour mill, Mill City Museum is located on the historic Mississippi Riverfront. Here, visitors of all ages learn about the intertwined histories of the flour industry, the river, and the city of Minneapolis.",0,NA,-93.257343,44.978894,NA,Mill City Museum,1.61E+10,7,4.5,937,198,Museums,History,Black,,,,,
,"1 Fine Arts Dr, Forest Park, Saint Louis, MO 63110-1380",311,North America,USA,Unite States,,"Dedicated to Art and Free to All. Located in beautiful, historic Forest Park, the Saint Louis Art Museum hosts a world-class collection of art works and artifacts in one of the most impressive buildings in the city. The Museum recently completed a major expansion project, adding 21 new galleries for both collection and temporary exhibitions. Admission to the Museum is free every day, and admission to special exhibitions is free on Fridays.",0,NA,-90.294555,38.6393065,NA,Saint Louis Art Museum,+1 314-721-0072,7,4.5,850,242,Museums,Art,Orange,,,,,
,"255 Beach Dr NE, St. Petersburg, FL 33701-3498",311,North America,USA,Unite States,,"From a legendary permanent collection, to compelling traveling exibitions, the MFA is ready to inspire with diverse and ever-changing opportunities to experience art. Discover over 4,500 years of civilization in thousands of objects ranging from antiquity to the present- the only comprehensive art collection of its kind on Florida's west coast.",0,NA,-82.631868,27.7744731,2-3 hours ,Museum of Fine Arts,727 896 2667,7,4.5,584,120,Museums,Art,Orange,,,,,
,"2890 Davis Dr., Bldg#5208, Rapid City, SD 57706",311,North America,USA,Unite States,,"Aircraft that have been flown throughout the eras are on display at South Dakota's premiere free aviation museum! The museum has two major static display venues: First, a outdoor air park filled with WWII, Korea, Vietnam, Cold War, and present day aircraft lets you get close to & touch history. This includes the currently flown B-1B Lancer. Secondly, four historical hangars showcase military history & technology,space tech & EROS, SD aviation, and EAFB local military history in a fresh and immersive walk-through. Mid-May through Mid-September bus tours of nearby Ellsworth AFB and the Minuteman II missile training silo are offered at a nominal fee. You will be able to go inside the silo and on base for a 50 minute guided tour of the only MMII silo open to the public. Make sure you bring your ID or Passport (Non-US) to enjoy the tour!",0,NA,-103.07836,44.1354154,1-2 hours ,South Dakota Air and Space Museum,1.61E+10,7,4.5,527,64,Museums,History,Black,,,,,
,"300 College St, Greenville, SC 29601-2015",311,North America,USA,Unite States,,"80,000 Square feet of fun! The Children's Museum of the Upstate is 7th largest children's museum in the country and only children's museum that is a Smithsonian Affiliate. Conveniently located in the heart of downtown Greenville on the cultural campus of Heritage Green, it's close to all the action and offers ample parking. The museum features 20 exhibit galleries that include a traveling exhibit hall, two outdoor interactive exhibit spaces and an outdoor programming space. Visitors experience more than 100 individual exhibit components with a continuum of programming in the areas of arts, humanities, sciences, health, nutrition and the environment. Kids and adults can simulate flight into space, design their own Formula 1 race car or go exploring in the Climber that reaches up to the skylight. Whatever your age, The Children's Museum is a place of possibility where children and adults alike can explore, discover, imagine, pretend and Be Anything! The Children's museum is committed to serving the needs and interests of all children by providing experiences that spark a lifelong passion for curiosity and learning through play. Open Tuesday - Saturday 9am - 5pm, Sunday 11am - 5pm. Open Mondays from Memorial Day to Labor Day.",0,NA,-82.400352,34.855882,NA,The Children's Museum of the Upstate,+1 864-233-7755,7,4.5,261,86,Children's Museums,Science,Gray,,,,,
,"502 S Spring St, Springfield, IL 62706",311,North America,USA,Unite States,,"The Illinois State Museum focuses on the art, natural history, history and anthropology of the State of Illinois. Admission is $5 for adults ages 19-64. Children under 19, seniors over 64, veterans, and active duty military personnel are free.",0,NA,-89.655467,39.7966545,1-2 hours ,Illinois State Museum,1.22E+10,7,4.5,250,53,Museums,Natural History,Green,,,,,
,"141 Beckett Street, Leeds LS9 7LN, England",397,Europe,GBR,England,79,"The award winning Thackray Medical Museum is a completely unique visitor attraction. With nine interactive galleries, the fascinating exhibitions and collections tell a story of health that affects us all. Hear and smell what it was like to walk the grimy streets of Victorian Leeds, find out what it was like to undergo an operation without anaesthetic and explore your body in our jaw-dropping Life Zone gallery. Discover how medicine past and present is changing your future. We are bigger than you think, please allow 2-3 hours for your visit. *Tickets last for 12 months! *FREE weekly family activities and an ever-changing calendar of events and exhibitions. *Large on-site car park. *Learning cafe serving luches and tasty treats. *Curiosity shop selling a range of unique gifts and souvenirs. We are on Facebook and Twitter",2,NA,-1.517809,53.8077057,NA,Thackray Medical Museum,44-113-244-4343,8,4.5,566,137,Historic Sites,History,Black,,,,,
,"20 Place des Terreaux, 69001, Lyon, France",397,Europe,FRA,France,38,"Home to an impressive collection of paintings, both French and international.",2,NA,4.8334869,45.7671385,NA,Musee des Beaux-Arts,33 04 7210 30 30,8,4.5,"1,167",185,Museums,Art,Orange,,,,,
,"Place Saint Jean de Malte, 13100, Aix-en-Provence, France",397,Europe,FRA,France,38,"Named after famous local painter Franois Marius Granet, this museum houses a collection of French paintings from the 16th century on.",2,NA,5.4114998,43.4946082,1-2 hours ,Granet Museum,33 4 42 52 88 32,8,4,735,108,Museums,Art,Orange,,,,,
,"6-10-1 Roppongi | 53F, Minato 106-6150, Tokyo Prefecture",122,Asia,JPN,Japan,31,"This museum, located in Roppongi Hills, is one of Asia's largest spaces for contemporary art.",1,,139.729243,35.660555,NA,Mori Art Museum,+81 3-5777-8600,8,4.5,592,271,Museums,Art,Orange,,,,,
,"940-48 Sengokubara, Ashigarashimo-gun, Hakone-machi 250-0631, Kanagawa Prefecture",122,Asia,JPN,Japan,31,,0,NA,139.017738,35.266203,NA,Venetian Glass Museum,+81 460-86-3111,8,4,535,91,Museums,History,Black,,,,,
,"Obenmarspforten (am Kolner Rathaus), 50667 Cologne, North Rhine-Westphalia, Germany",397,Europe,DEU,Germany,30,This impressive museum houses artwork covering every genre from the 13th century through the 19th century.,0,Yes ,6.9538847,50.9386437,2-3 hours ,Wallraf-Richartz Museum,0221 221 2 11 19,8,4.5,412,224,Museums,Art,Orange,,,,,
,"Oudezijds Voorburgwal 38 | Red Light District, 1012 GD Amsterdam, The Netherlands",397,Europe,NLD,The Netherlands,30,In the heart of Amsterdam's bustling centre lies one of the city's oldest museums: Museum Our Lord in the Attic. Here visitors get to experience the Dutch Golden Age in a special way: a 17th-century house with a top floor converted into a Catholic church.,3,NA,4.8993873,52.3751618,1-2 hours ,Museum Ons'Lieve Heer Op Solder,+31 20 624 6604,8,4.5,"1,989",451,Museums,Art,Orange,,,,,
,"Hanzestedenplaats 1, Antwerp 2000, Belgium",397,Europe,BEL,Belgium,17,,0,NA,4.4048041,51.2283911,NA,MAS - Museum aan de Stroom,3233384400,8,4.5,"1,844",137,Museums,Art,Orange,,,,,
,"No.112 Museum Qiandi, Macau, China",122,Asia,CHN,China,11,,1,NA,113.543873,22.198745,NA,Macao Museum,853-28357911,8,4,583,231,Museums,History,Black,,,,,
2,"Prinz-Eugen-Strasse 27, Vienna 1030, Austria",397,Europe,AUT,Austria,10,Former residence of the Prince of Savoy consists of two palaces: one houses the Museum of Medieval Austrian Art and the Museum of Austrian Baroque; and a second contains the Austrian Gallery.,5,Yes ,16.3798096,48.191264,1-2 hours ,Belvedere Palace Museum,+43 1 795 57-134,8,4.5,"8,856",513,Historic Sites,Art,Orange,,,,,
,"Universitetsgaten 13 (city centre), Oslo, Norway",397,Europe,NOR,Norway,10,,3,NA,10.7522454,59.9138688,NA,National Museum - National Gallery,47 22 20 04 04 ,8,4.5,"1,875",386,Museums,Art,Orange,,,,,
,"Government Gardens, Rotorua, New Zealand",13,Oceania,NZL,New Zealand,9,,0,NA,176.2603,-38.134602,Yes ,Rotorua Museum,64 7 349 4350,8,4.5,"1,057",96,Museums,History,Black,,,,,
,"al. Jana Pawla II 39, Krakow 31-864, Poland",397,Europe,POL,Poland,8,,1,NA,19.993469,50.0769279,NA,Polish Aviation Museum,4.81E+10,8,4.5,892,235,Museums,Transportation,#bf7000,,,,,
,"Clock Tower Building | Dublin Castle, Dublin 2, Ireland",397,Europe,IRL,Ireland,7,"With free admission and described by the Lonely Planet as 'not just the best museum in Ireland, but one of the best in Europe', the Chester Beatty Library is a must-see on any Dublin visitor's itinerary. As the only museum in Ireland to win 'European Museum of the Year' and rated consistently in the top 6 of TripAdvisor's list of 'Top things to do in Dublin', the library's rich collections from countries across Asia, the Middle East, North Africa and Europe open a window on the artistic treasures of the great cultures and religions of the world.",2,,-6.267126,53.34371,1-2 hours ,Chester Beatty Library,353 1 407 0750,8,4.5,"2,662",480,Museums,History,Black,,,,,
,"49 Lebuh Muntri | (Muntri Street), George Town, Penang Island 10200, Malaysia",122,Asia,MYS,Malaysia,7,,0,NA,100.344176,5.4357304,1-2 hours ,The Camera Museum,+60 4-261 3649,8,4,562,113,Museums,History,Black,,,,,
,"36 Ly Thuong Kiet Street, Hang Bai Ward, Hoan Kiem District, Hanoi 10000, Vietnam",122,Asia,VNM,Vietnam,6,"Vietnam's history and culture, this...",3,Yes ,108.277199,14.058324,1-2 hours ,Vietnamese Women's Museum,(+84-4) 38259936,8,4.5,"2,956",241,Museums,History,Black,,,,,
,"North Terrace, Adelaide, South Australia 5000, Australia",13,Oceania,AUS,Australia,5,"The South Australian Museum is recognised as a global leader in Australian Aboriginal heritage and scientific research, based on its premier collections. It is one of the most highly visited museums in in the country and features several permanent galleries including the South Australian Biodiversity Gallery, Pacific Cultures Gallery, and the Australian Aboriginal Cultures Gallery.",0,NA,138.600757,-34.92149,NA,South Australian Museum,61 8 8207 7500,8,4.5,866,179,Museums,Natural History,Green,,,,,
,"Sudurgata 41, Reykjavik 101, Iceland",397,Europe,ISL,Iceland,5,,1,NA,-21.956694,64.1351268,NA,National Museum of Iceland,530-2200 ,8,4.5,"2,136",177,Museums,History,Black,,,,,
,"Bandera 361 | No centro de Santiago, perto da Catedral Metropolitana., Santiago 8320298, Chile",22,South America,CHL,Chile,2,The old Royal Customs House harbors this abundant collection of Latin American artifacts and paintings.,2,,-70.642022,-33.428683,NA,Museo Chileno de Arte Precolombino,+562 928 1500,8,4.5,"3,130",467,Museums,Art,Orange,,,,,
,"46, Rue Souk Ahal Fassi, Marrakech 40000, Morocco",7,Africa,MAR,Morocco,2,"The Photography Museum has opened its doors in the heart of Marrakesh since May 2009.A private collection of 8000 photographs was gathered, this collection is only about Morocco and covers the period 1870 to 1950.The exposition contains hundreds of old photographs and shows the first film recorded in the High-Atlas in color, in 1957 by Daniel Chicault  Landscapes and Faces of the High-Atlas .",3,,-7.98433,31.632285,1-2 hours ,Photography Museum of Marrakech,+212 5243-85721,8,4.5,"3,380",154,Museums,Art,Orange,,,,,
,"Klipstraat 9, Willemstad, Curacao",311,North America,CWU,Curacao,1,Exhibits trace Curaaoans African roots and the legacy of the slave trade in the region.,0,,12.1082671,-68.93495,NA,Kura Hulanda Museum,5999 434 7765 ,8,4.5,804,101,Museums,History,Black,,,,,
,"555 Pennsylvania Ave NW, Washington DC, DC 20001-2114",311,North America,USA,Unite States,,"Find out for yourself why everyone is calling the Newseum the best experience Washington, D.C. has to offer. Each of the seven levels in this magnificent building is packed with interactive exhibits that explore free expression and the five freedoms of the First Amendment: religion, speech, press, assembly and petition. Whether you have just a few hours or want to spend all day, you'll find something for everyone in the family in the Newseum's 15 theaters and 15 galleries.",3,Yes ,-77.019235,38.8931385,2-3 hours ,Newseum,+1 888-639-7386,8,4.5,"6,309",398,Museums,History,Black,,,,,
,"Columbia Point, Boston, MA 02125",311,North America,USA,Unite States,,"Relive the Kennedy era in this dynamic combination museum and library, where your visit starts with a short film and then leaves you on your own to explore a series of fascinating exhibits, including the Kennedy-Nixon debate, the Cuban Missile Crisis, the space program, 1960s campaign paraphernalia and displays about Jacqueline and other Kennedy family members. The striking, I.M. Pei-designed building overlooks the water and the Boston skyline.",0,Yes ,-71.035401,42.3148523,2-3 hours ,John F. Kennedy Presidential Museum & Library,617 514 1600,8,4.5,"2,362",371,Libraries,History,Black,,,,,
,"1280 Peachtree St NE, Atlanta, GA 30309-3549",311,North America,USA,Unite States,,"This stunning, porcelain-enameled building was designed by famed architect Richard Meier and is rivaled only by the art inside. Featuring American, European and African art, as well as decorative art and photography, the High Museum boasts a permanent collection of over 11,000 pieces, many of which can be viewed from different levels of the four-story, glass atrium. ",7,NA,-84.384935,33.7891582,NA,High Museum of Art,404 733 5000,8,4.5,"1,465",268,Museums,Art,Orange,,,,,
1,"200 Eastern Pkwy, Brooklyn, NY 11238-6099",311,North America,USA,Unite States,,"Located in central Brooklyn, 30 minutes away from 34th street. We invite you to visit the most popular urban-epicenters of the world. At the Brooklyn Museum you can explore an extensive and comprehensive permanent collection that includes ancient Egyptian masterpieces, African art, European painting, decorative arts, period rooms, and contemporary art. You'll also experience intelligent, cutting-edge exhibitions and programs that reflect a fresh view of traditional and historical works as well as engagement with today's most important artists and artistic practices and ideas.",0,NA,-73.963661,40.6709661,NA,Brooklyn Museum,1.72E+10,8,4.5,960,203,Museums,History,Black,,,,,
,"1201 E Clay St, Richmond, VA 23219-1615",311,North America,USA,Unite States,,"The White House and Museum of the Confederacy are located in downtown Richmond's historic Court End neighborhood, just a few blocks from Capitol Square. Guided tours of Jefferson Davis' executive mansion leave from the Museum lobby throughout the day and typically last around 45 minutes. Three floors of exhibits in the Museum chronicle the war years through the personal belongings of Confederate leaders like Robert E. Lee as well as those of common soldiers and citizens on the homefront.",0,NA,-77.429545,37.540413,1-2 hours ,The White House and Museum of the Confederacy,+1 804-649-1861,8,4.5,879,160,Museums,Military,Blue,,,,,
,"500 W Washington St, Indianapolis, IN 46204-2707",311,North America,USA,Unite States,,"The museum houses Indian artifacts, as well as works by famous Western artists.",3,NA,-86.167792,39.768575,NA,The Eiteljorg Museum,317 636 9378,8,4.5,601,157,Museums,Art,Orange,,,,,
,"Houston, TX",311,North America,USA,Unite States,,,0,NA,-95.369803,29.7604267,NA,Houston Museum District,NA,8,4.5,554,261,Museums,Art,Orange,,,,,
,"1330 Monmouth St, Cincinnati, OH 45225-1344",311,North America,USA,Unite States,,"We are home to a visual history of American Signage from 1870 through 1970. Hand carved wooden signs, gold leaf, electric light bulbs, and neon all grace our walls and tell amazing stories, especially when told by our founder and avid collector Tod. Take a trip down memory lane and visit us in the Camp Washington neighborhood of Cincinnati!",0,NA,-84.539949,39.1435784,NA,American Sign Museum,513-541-6366,8,4.5,389,163,Museums,Art,Orange,,,,,
,"200 E 7th St, Charlotte, NC 28202-2508",311,North America,USA,Unite States,,"Visitors are awed by the interactive, multi-sensory exhibits at this museum dedicated to exploring the Southern United States during the post-Civil War period.",0,NA,-80.83872,35.2281963,NA,Levine Museum of the New South,704 333 1887,8,4.5,367,165,Museums,History,Black,,,,,
,"2451 Kissel Hill Rd, Lancaster, PA 17601-4809",311,North America,USA,Unite States,,"Children can discover a one-room school house, try their hands at woodworking and mingle with lambs in this recreated 19th- century Pennsylvania Dutch village.",0,NA,-76.282947,40.0929123,NA,Landis Valley Museum,717 569-0401,8,4.5,223,65,Sights & Landmarks,History,Black,,,,,
,"501 E Saint Joseph St, Rapid City, SD 57701-3901",311,North America,USA,Unite States,,"We are a natural history museum featuring an excellent displays of South Dakota fossils, minerals from around the world and South Dakota Minerals.",0,NA,-103.20618,44.0736862,1-2 hours ,Museum of Geology,+1 605-394-2467,8,4.5,210,64,Museums,Natural History,Green,,,,,
,"808 W Washington St, South Bend, IN 46601-1439 (Formerly Center for History)",311,North America,USA,Unite States,,"A stately Victorian mansion with original furnishings and stunning woodwork is the highlight of this museum complex, which also includes a children's museum, a gallery of Notre Dame history and an exhibit that chronicles the history of the St. Joseph River Valley. Our museum is also physically connected to the Studebaker National Museum. You can now visit two museums in one place!",0,NA,-86.262069,41.6758043,More than 3 hours ,The History Museum,1.57E+10,8,4.5,77,48,Museums,History,Black,,,,,
1,"Jardin des Tuileries - Cote Seine, 75001 Paris, France",397,Europe,FRA,France,38,,8,NA,2.3310526,48.8640493,NA,Musee de l'Orangerie,+33 1 44 77 80 07,9,4.5,"11,412","1,004",Museums,History,Black,,,,,
